sample_id,source_dataset,dataset_version,modality,sign_id,label_ar,label_en_if_available,label_index,signer_id,official_partition,repetition_id,source_relative_path,source_file_name,source_url,source_sha256,source_size_bytes,container,width,height,fps,frame_count,duration_seconds,skeleton_available,fold,role
karsl_core28_s01_sign0032_train_rep028,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep028,01/train/videos/0032/02_01_0032_(14_11_16_17_31_40)_c.mp4,02_01_0032_(14_11_16_17_31_40)_c.mp4,,72a4f7de8ddb908fb5c6943adfad301ebe1b80de33dbed4c91a8311d70ec678f,643475,mp4,1920,1080,30.000000,25,0.833333,unknown,S02,train
karsl_core28_s01_sign0032_train_rep029,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep029,01/train/videos/0032/02_01_0032_(14_11_16_17_31_42)_c.mp4,02_01_0032_(14_11_16_17_31_42)_c.mp4,,f4b3bebb5559d879a794ae4ac9c42e955b37907c9073c7004dd58f58fb7809aa,724575,mp4,1920,1080,30.000000,29,0.966667,unknown,S02,train
karsl_core28_s01_sign0032_train_rep030,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep030,01/train/videos/0032/02_01_0032_(14_11_16_17_31_47)_c.mp4,02_01_0032_(14_11_16_17_31_47)_c.mp4,,ca7268e11ce59f4dc0fda0b34eedb7ac2edcd3df35fa6d7e207af429aa08a0c0,702303,mp4,1920,1080,30.000000,32,1.066667,unknown,S02,train
karsl_core28_s01_sign0032_train_rep031,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep031,01/train/videos/0032/02_01_0032_(14_11_16_17_31_50)_c.mp4,02_01_0032_(14_11_16_17_31_50)_c.mp4,,13456905574da89b7c33c34121704811e6cacf8d9d205d19d745ea3e042794e3,737464,mp4,1920,1080,30.000000,33,1.100000,unknown,S02,train
karsl_core28_s01_sign0032_train_rep032,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep032,01/train/videos/0032/02_01_0032_(14_11_16_17_31_53)_c.mp4,02_01_0032_(14_11_16_17_31_53)_c.mp4,,5266e6bbf8d88ec982fcf9397f6708b4e31c93cfff8a75554bf95cf520992185,718069,mp4,1920,1080,30.000000,32,1.066667,unknown,S02,train
karsl_core28_s01_sign0032_train_rep033,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep033,01/train/videos/0032/02_01_0032_(14_11_16_17_31_55)_c.mp4,02_01_0032_(14_11_16_17_31_55)_c.mp4,,99e98d0e90fe2b9f520c3d6ccde1a5acaf53ad2e9267cfe7b73fb498ec6215db,710168,mp4,1920,1080,30.000000,29,0.966667,unknown,S02,train
karsl_core28_s01_sign0032_train_rep034,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep034,01/train/videos/0032/02_01_0032_(14_11_16_17_31_58)_c.mp4,02_01_0032_(14_11_16_17_31_58)_c.mp4,,7da84d1df6d0fba502904a3992641411c0e603d6a3af16ff7f6f0eb1086c9179,714760,mp4,1920,1080,30.000000,30,1.000000,unknown,S02,train
karsl_core28_s01_sign0032_train_rep035,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep035,01/train/videos/0032/02_01_0032_(14_11_16_17_32_01)_c.mp4,02_01_0032_(14_11_16_17_32_01)_c.mp4,,d963924adbe42c98f68de336bf2d985be4a3374f183ddc9beaaa196fe5a864ad,696348,mp4,1920,1080,30.000000,29,0.966667,unknown,S02,train
karsl_core28_s01_sign0032_train_rep036,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep036,01/train/videos/0032/02_01_0032_(14_11_16_17_32_04)_c.mp4,02_01_0032_(14_11_16_17_32_04)_c.mp4,,bb2b9357de87a65e67347cf31d147700de9ecc4eaedfdc4e37ee32589e83577a,680880,mp4,1920,1080,30.000000,28,0.933333,unknown,S02,train
karsl_core28_s01_sign0032_train_rep037,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep037,01/train/videos/0032/02_01_0032_(14_11_16_17_32_06)_c.mp4,02_01_0032_(14_11_16_17_32_06)_c.mp4,,103f44140e66d111ef723864985a4c0bf540b40afe021133a69a2a400020db8f,689271,mp4,1920,1080,30.000000,27,0.900000,unknown,S02,train
karsl_core28_s01_sign0032_train_rep038,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep038,01/train/videos/0032/02_01_0032_(14_11_16_17_32_09)_c.mp4,02_01_0032_(14_11_16_17_32_09)_c.mp4,,f0ab49c213370de82a24be6b2ecb457af7e576e77f5694d9ae213a31a9f49af7,728753,mp4,1920,1080,30.000000,33,1.100000,unknown,S02,train
karsl_core28_s01_sign0032_train_rep039,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep039,01/train/videos/0032/02_01_0032_(14_11_16_17_32_11)_c.mp4,02_01_0032_(14_11_16_17_32_11)_c.mp4,,fee5a5f14fb23d89fdafdd87c48b9bd8c8e59e200373257386ba8f9a222cb2b9,676991,mp4,1920,1080,30.000000,27,0.900000,unknown,S02,train
karsl_core28_s01_sign0032_train_rep040,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep040,01/train/videos/0032/02_01_0032_(14_11_16_17_32_14)_c.mp4,02_01_0032_(14_11_16_17_32_14)_c.mp4,,b832e3daa85beacd79e31780d8b01a0c5dd0ffc2b65939ae2f647ff06513d01e,563057,mp4,1920,1080,30.000000,22,0.733333,unknown,S02,train
karsl_core28_s01_sign0032_train_rep041,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep041,01/train/videos/0032/02_01_0032_(14_11_16_17_32_16)_c.mp4,02_01_0032_(14_11_16_17_32_16)_c.mp4,,67a69e5f4b22daff26e2215fcdf76ce03239e148e631ec08800c9d32ff53d4f8,663585,mp4,1920,1080,30.000000,26,0.866667,unknown,S02,train
karsl_core28_s01_sign0032_train_rep042,KArSL,KArSL-502,RGB,0032,ا,alif,0,01,train,rep042,01/train/videos/0032/02_01_0032_(14_11_16_17_32_18)_c.mp4,02_01_0032_(14_11_16_17_32_18)_c.mp4,,f7bc82ca89dbb22438ed5e27b0a18bee320dbc7eb41c5eab40016582f3f5befd,617830,mp4,1920,1080,30.000000,24,0.800000,unknown,S02,train
karsl_core28_s01_sign0033_train_rep001,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep001,01/train/videos/0033/02_01_0033_(14_11_16_17_33_23)_c.mp4,02_01_0033_(14_11_16_17_33_23)_c.mp4,,2f732a3de7af58a6318f4fd1d9f023bc3eeca368cbf89ca84921f8c4f3ad335b,849255,mp4,1920,1080,30.000000,37,1.233333,unknown,S02,train
karsl_core28_s01_sign0033_train_rep002,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep002,01/train/videos/0033/02_01_0033_(14_11_16_17_33_29)_c.mp4,02_01_0033_(14_11_16_17_33_29)_c.mp4,,633f8c09a8d931d19e3f5a9767fd227385700cc6b2e9ec2c42a8ac882f4b2de1,220781,mp4,1920,1080,30.000000,16,0.533333,unknown,S02,train
karsl_core28_s01_sign0033_train_rep003,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep003,01/train/videos/0033/02_01_0033_(14_11_16_17_33_31)_c.mp4,02_01_0033_(14_11_16_17_33_31)_c.mp4,,486d0635189dc48e9daa587ff05043e30e867be4007144384c51a351edf9e4b1,663375,mp4,1920,1080,30.000000,25,0.833333,unknown,S02,train
karsl_core28_s01_sign0033_train_rep004,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep004,01/train/videos/0033/02_01_0033_(14_11_16_17_33_33)_c.mp4,02_01_0033_(14_11_16_17_33_33)_c.mp4,,da3ee19e4c4a0dd2c435d651c325babaddf142a9f55267f83bf768942d433873,729162,mp4,1920,1080,30.000000,27,0.900000,unknown,S02,train
karsl_core28_s01_sign0033_train_rep005,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep005,01/train/videos/0033/02_01_0033_(14_11_16_17_33_35)_c.mp4,02_01_0033_(14_11_16_17_33_35)_c.mp4,,0538c4363ac0813e33aac1e2027ed810a809c93b1c1548a8e1dc68ba7de172ec,654848,mp4,1920,1080,30.000000,25,0.833333,unknown,S02,train
karsl_core28_s01_sign0033_train_rep006,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep006,01/train/videos/0033/02_01_0033_(14_11_16_17_33_40)_c.mp4,02_01_0033_(14_11_16_17_33_40)_c.mp4,,964814ae96b9b4ad7553ac5275499c3c648209aa9a442495993086e6f156305b,623182,mp4,1920,1080,30.000000,24,0.800000,unknown,S02,train
karsl_core28_s01_sign0033_train_rep007,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep007,01/train/videos/0033/02_01_0033_(14_11_16_17_33_42)_c.mp4,02_01_0033_(14_11_16_17_33_42)_c.mp4,,bf69dace07230827fed02ed01568531d305465674970c0d6eb26e351d231e0b2,703201,mp4,1920,1080,30.000000,29,0.966667,unknown,S02,train
karsl_core28_s01_sign0033_train_rep008,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep008,01/train/videos/0033/02_01_0033_(14_11_16_17_33_45)_c.mp4,02_01_0033_(14_11_16_17_33_45)_c.mp4,,d137b85f72032b1008124e2c34800941311597bee32456c9f6fcf4f5fdcdc3a0,683230,mp4,1920,1080,30.000000,26,0.866667,unknown,S02,train
karsl_core28_s01_sign0033_train_rep009,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep009,01/train/videos/0033/02_01_0033_(14_11_16_17_33_50)_c.mp4,02_01_0033_(14_11_16_17_33_50)_c.mp4,,f98a2c081c67c34adabc3770a06c4935c38ed0258eed57408ac7033f9741db2d,627924,mp4,1920,1080,30.000000,24,0.800000,unknown,S02,train
karsl_core28_s01_sign0033_train_rep010,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep010,01/train/videos/0033/02_01_0033_(14_11_16_17_33_52)_c.mp4,02_01_0033_(14_11_16_17_33_52)_c.mp4,,bab5fa888e0a933d5cc6ab81b04c5b852bcc99906ac150f2f9fa5ec5457ea261,699560,mp4,1920,1080,30.000000,28,0.933333,unknown,S02,train
karsl_core28_s01_sign0033_train_rep011,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep011,01/train/videos/0033/02_01_0033_(14_11_16_17_33_55)_c.mp4,02_01_0033_(14_11_16_17_33_55)_c.mp4,,b94a811a0c086d3e516d7bc06da03acac5a10f7f1a25040036b87bc257abadc5,698319,mp4,1920,1080,30.000000,28,0.933333,unknown,S02,train
karsl_core28_s01_sign0033_train_rep012,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep012,01/train/videos/0033/02_01_0033_(14_11_16_17_33_57)_c.mp4,02_01_0033_(14_11_16_17_33_57)_c.mp4,,955e5662aa3725f10d6bdcec88c6fe67f9b7e17d85733854e482bbe7be77a562,707922,mp4,1920,1080,30.000000,28,0.933333,unknown,S02,train
karsl_core28_s01_sign0033_train_rep013,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep013,01/train/videos/0033/02_01_0033_(14_11_16_17_34_00)_c.mp4,02_01_0033_(14_11_16_17_34_00)_c.mp4,,4ae4a25230cd11ad3b23a0f6a0e8b2c9fbca19404bfcb7925eb076f48bbd4ed9,722972,mp4,1920,1080,30.000000,27,0.900000,unknown,S02,train
karsl_core28_s01_sign0033_train_rep014,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep014,01/train/videos/0033/02_01_0033_(14_11_16_17_34_02)_c.mp4,02_01_0033_(14_11_16_17_34_02)_c.mp4,,acdfad7694205accebc5d01fdc1ae785bae82d5d5bb912eea25cb97308843420,740735,mp4,1920,1080,30.000000,30,1.000000,unknown,S02,train
karsl_core28_s01_sign0033_train_rep015,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep015,01/train/videos/0033/02_01_0033_(14_11_16_17_34_05)_c.mp4,02_01_0033_(14_11_16_17_34_05)_c.mp4,,0e020061f92d52572154990c9ab60d7106f2421bf2f87ff2abb54c7949c7bf7f,681677,mp4,1920,1080,30.000000,26,0.866667,unknown,S02,train
karsl_core28_s01_sign0033_train_rep016,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep016,01/train/videos/0033/02_01_0033_(14_11_16_17_34_08)_c.mp4,02_01_0033_(14_11_16_17_34_08)_c.mp4,,675eefde65133a46874a5ae22d05c51aa8c304b30becf4292b3196536409d255,705145,mp4,1920,1080,30.000000,29,0.966667,unknown,S02,train
karsl_core28_s01_sign0033_train_rep017,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep017,01/train/videos/0033/02_01_0033_(14_11_16_17_34_11)_c.mp4,02_01_0033_(14_11_16_17_34_11)_c.mp4,,18ddb49e2947d0a106e2bd18eaf5131354ee24240ac71171ccd470f83b9d0b61,714785,mp4,1920,1080,30.000000,29,0.966667,unknown,S02,train
karsl_core28_s01_sign0033_train_rep018,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep018,01/train/videos/0033/02_01_0033_(14_11_16_17_34_13)_c.mp4,02_01_0033_(14_11_16_17_34_13)_c.mp4,,1b071402e46e6e8a99e288e539616edaea358b5479460db29f504bfbba10a5f6,742850,mp4,1920,1080,30.000000,34,1.133333,unknown,S02,train
karsl_core28_s01_sign0033_train_rep019,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep019,01/train/videos/0033/02_01_0033_(14_11_16_17_34_16)_c.mp4,02_01_0033_(14_11_16_17_34_16)_c.mp4,,f0506e5cf21e3d1b2074909c2efac8ea02a6cc805f968bd2fa0363f214afbfa4,735878,mp4,1920,1080,30.000000,33,1.100000,unknown,S02,train
karsl_core28_s01_sign0033_train_rep020,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep020,01/train/videos/0033/02_01_0033_(14_11_16_17_34_19)_c.mp4,02_01_0033_(14_11_16_17_34_19)_c.mp4,,37026b32dae033f015059e14a77964b3332ed1373d33bbdc8ab36bc2fe619547,684681,mp4,1920,1080,30.000000,28,0.933333,unknown,S02,train
karsl_core28_s01_sign0033_train_rep021,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep021,01/train/videos/0033/02_01_0033_(14_11_16_17_34_21)_c.mp4,02_01_0033_(14_11_16_17_34_21)_c.mp4,,d0de5349d9b3954d029c017157159722224996469e0ffce3427e9026b256e0d5,691703,mp4,1920,1080,30.000000,29,0.966667,unknown,S02,train
karsl_core28_s01_sign0033_train_rep022,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep022,01/train/videos/0033/02_01_0033_(14_11_16_17_34_25)_c.mp4,02_01_0033_(14_11_16_17_34_25)_c.mp4,,7f4f458db484cb624f2820a2e85aaed5d7885de2ca9ab795314d6499ee455ee5,677974,mp4,1920,1080,30.000000,26,0.866667,unknown,S02,train
karsl_core28_s01_sign0033_train_rep023,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep023,01/train/videos/0033/02_01_0033_(14_11_16_17_34_31)_c.mp4,02_01_0033_(14_11_16_17_34_31)_c.mp4,,be910d66d8dfa35043752264dcbaa16ec6b1610f2c4f0eafec42930cd70d6bde,644300,mp4,1920,1080,30.000000,25,0.833333,unknown,S02,train
karsl_core28_s01_sign0033_train_rep024,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep024,01/train/videos/0033/02_01_0033_(14_11_16_17_34_33)_c.mp4,02_01_0033_(14_11_16_17_34_33)_c.mp4,,68a083c4c85b80f09b71380f07c245203f7dfea390f40f1c55006594d95178c6,263898,mp4,1920,1080,30.000000,17,0.566667,unknown,S02,train
karsl_core28_s01_sign0033_train_rep025,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep025,01/train/videos/0033/02_01_0033_(14_11_16_17_34_37)_c.mp4,02_01_0033_(14_11_16_17_34_37)_c.mp4,,89e4dc48f7926435c0c263a6ded7aefdfe7604211e51314b1aef6ff4b1642381,624535,mp4,1920,1080,30.000000,24,0.800000,unknown,S02,train
karsl_core28_s01_sign0033_train_rep026,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep026,01/train/videos/0033/02_01_0033_(14_11_16_17_34_39)_c.mp4,02_01_0033_(14_11_16_17_34_39)_c.mp4,,75d9c553d4f509ea25fc1c021b4a8288fbbf8041a8c9045eb1f75767d1e7c239,687242,mp4,1920,1080,30.000000,28,0.933333,unknown,S02,train
karsl_core28_s01_sign0033_train_rep027,KArSL,KArSL-502,RGB,0033,ب,baa,1,01,train,rep027,01/train/videos/0033/02_01_0033_(14_11_16_17_34_41)_c.mp4,02_01_0033_(14_11_16_17_34_41)_c.mp4,,058f84e14d07329766651189df3a32fe8f804adca3a6b79d86731cae1159c3e5,621787,mp4,1920,1080,30.000000,24,0.800000,unknown,S02,train
